RNAseq_dataset Gene coloc_posterior
GTEx_adipose_visceral MUC21 0.0128438486173902
GTEx_adipose_visceral MUC22 NA
GTEx_adipose_visceral C6orf15 NA
GTEx_adipose_visceral PSORS1C1 0.000320608437775214
GTEx_adipose_visceral CDSN NA
GTEx_adipose_visceral PSORS1C2 0.000348930322941924
GTEx_adipose_visceral CCHCR1 0.000530200097842123
GTEx_adipose_visceral TCF19 0.0197570651926756
GTEx_adipose_visceral POU5F1 0.0019780832782212
GTEx_adipose_visceral HCG27 0.000632966664013222
GTEx_adipose_visceral HLA-C 0.000519706105337502
GTEx_adipose_visceral HLA-B 0.000359022396784313
GTEx_adipose_visceral MICA 0.00109834554196474
GTEx_adipose_visceral MICB 0.00033776807132199
GTEx_adipose_visceral MCCD1 NA
GTEx_adipose_visceral DDX39B 0.149304888278988
GTEx_adipose_visceral ATP6V1G2-DDX39B NA
GTEx_adrenal_gland HLA-A 0.00333474485676614
GTEx_adrenal_gland ZNRD1 0.00986927808556569
GTEx_adrenal_gland PPP1R11 0.0185344962844683
GTEx_adrenal_gland RNF39 0.00224038767684285
GTEx_adrenal_gland TRIM31 0.00175433391776522
GTEx_adrenal_gland TRIM40 NA
GTEx_adrenal_gland TRIM10 NA
GTEx_adrenal_gland TRIM15 NA
GTEx_adrenal_gland TRIM26 0.0168679308154351
GTEx_adrenal_gland TRIM39 0.017261970464518
GTEx_adrenal_gland TRIM39-RPP21 NA
GTEx_adrenal_gland RPP21 0.000944180742511292
GTEx_adrenal_gland HLA-E 0.00791995323855395
GTEx_adrenal_gland GNL1 0.00978531741523286
GTEx_adrenal_gland PRR3 0.0108594750277009
GTEx_adrenal_gland ABCF1 0.546958419356997
GTEx_adrenal_gland PPP1R10 0.0216260443213141
GTEx_adrenal_gland MRPS18B 0.0132309287761124
GTEx_adrenal_gland ATAT1 0.0198311794466352
GTEx_adrenal_gland C6orf136 0.00926104261118325
GTEx_adrenal_gland DHX16 0.13400454903152
GTEx_adrenal_gland PPP1R18 0.982811875842587
GTEx_adrenal_gland NRM 0.0154914446010659
GTEx_adrenal_gland MDC1 0.0342697471797176
GTEx_adrenal_gland TUBB 0.153316008773035
GTEx_adrenal_gland FLOT1 0.0327014447618246
GTEx_adrenal_gland IER3 0.0120895002657141
GTEx_adrenal_gland DDR1 0.0325037530390527
GTEx_adrenal_gland GTF2H4 0.0105968414880209
GTEx_adrenal_gland VARS2 0.000646137375319182
GTEx_adrenal_gland SFTA2 0.00325295197108275
GTEx_adrenal_gland DPCR1 NA
GTEx_adrenal_gland MUC21 0.0139270226074996
GTEx_adrenal_gland MUC22 NA
GTEx_adrenal_gland C6orf15 NA
GTEx_adrenal_gland PSORS1C1 0.000320608437775214
GTEx_adrenal_gland CDSN NA
GTEx_adrenal_gland PSORS1C2 0.000348975009969202
GTEx_adrenal_gland CCHCR1 0.000808290490618405
GTEx_adrenal_gland TCF19 0.0443633781018248
GTEx_adrenal_gland POU5F1 NA
GTEx_adrenal_gland HCG27 0.00111135629552514
GTEx_adrenal_gland HLA-C 0.000522735782368442
GTEx_adrenal_gland HLA-B 0.00214084361783632
GTEx_adrenal_gland MICA 0.00108474705975687
GTEx_adrenal_gland MICB 0.000259070902983724
GTEx_adrenal_gland MCCD1 NA
GTEx_adrenal_gland DDX39B 0.000865210147580142
GTEx_adrenal_gland ATP6V1G2-DDX39B NA
GTEx_artery_aorta HLA-A 0.0051325514322887
GTEx_artery_aorta ZNRD1 0.00121065672365317
GTEx_artery_aorta PPP1R11 0.0173910526664569
GTEx_artery_aorta RNF39 0.00622972727135932
GTEx_artery_aorta TRIM31 NA
GTEx_artery_aorta TRIM40 NA
GTEx_artery_aorta TRIM10 NA
GTEx_artery_aorta TRIM15 NA
GTEx_artery_aorta TRIM26 0.00401619416518508
GTEx_artery_aorta TRIM39 0.110375003316062
GTEx_artery_aorta TRIM39-RPP21 NA
GTEx_artery_aorta RPP21 0.0408597744935861
GTEx_artery_aorta HLA-E 0.010641556556015
GTEx_artery_aorta GNL1 0.20932342582159
GTEx_artery_aorta PRR3 0.0411303268588119
GTEx_artery_aorta ABCF1 0.00025715917225953
GTEx_artery_aorta PPP1R10 0.154650776457593
GTEx_artery_aorta MRPS18B 0.0132870758168991
GTEx_artery_aorta ATAT1 0.0142807972369831
GTEx_artery_aorta C6orf136 0.0118586480780308
GTEx_artery_aorta DHX16 0.00011556934549236
GTEx_artery_aorta PPP1R18 0.983984310268201
GTEx_artery_aorta NRM 0.00696972014978561
GTEx_artery_aorta MDC1 0.00438208208314185
GTEx_artery_aorta TUBB 0.00979220846205303
GTEx_artery_aorta FLOT1 0.987126097138087
GTEx_artery_aorta IER3 0.842201307798139
GTEx_artery_aorta DDR1 0.0200764872329247
GTEx_artery_aorta GTF2H4 0.0133798958489611
GTEx_artery_aorta VARS2 0.000212527444960894
GTEx_artery_aorta SFTA2 NA
GTEx_artery_aorta DPCR1 NA
GTEx_artery_aorta MUC21 0.01126191576337
GTEx_artery_aorta MUC22 NA
GTEx_artery_aorta C6orf15 NA
GTEx_artery_aorta PSORS1C1 0.000320645751368572
GTEx_artery_aorta CDSN NA
GTEx_artery_aorta PSORS1C2 0.000733604089407079
GTEx_artery_aorta CCHCR1 0.000525860450931191
GTEx_artery_aorta TCF19 0.000627786613954013
GTEx_artery_aorta POU5F1 0.000781737396744543
GTEx_artery_aorta HCG27 0.00112134240362107
GTEx_artery_aorta HLA-C 0.000519602115839654
GTEx_artery_aorta HLA-B 0.000357824414690835
GTEx_artery_aorta MICA 0.00108533255373197
GTEx_artery_aorta MICB 0.000388366704863614
GTEx_artery_aorta MCCD1 NA
GTEx_artery_aorta DDX39B 0.00932580930287898
GTEx_artery_aorta ATP6V1G2-DDX39B NA
GTEx_artery_coronary HLA-A 0.0099283670368234
GTEx_artery_coronary ZNRD1 0.0299014330211075
GTEx_artery_coronary PPP1R11 0.0601169766360695
GTEx_artery_coronary RNF39 0.00660401696210217
GTEx_artery_coronary TRIM31 NA
GTEx_artery_coronary TRIM40 NA
GTEx_artery_coronary TRIM10 NA
GTEx_artery_coronary TRIM15 NA
GTEx_artery_coronary TRIM26 0.0139812916219854
GTEx_artery_coronary TRIM39 0.0117193062214776
GTEx_artery_coronary TRIM39-RPP21 NA
GTEx_artery_coronary RPP21 0.00851650178126918
GTEx_artery_coronary HLA-E 0.010989874618906
GTEx_artery_coronary GNL1 0.0208225451632822
GTEx_artery_coronary PRR3 0.00927346452382268
GTEx_artery_coronary ABCF1 0.00742274039592635
GTEx_artery_coronary PPP1R10 0.0826360622076354
GTEx_artery_coronary MRPS18B 0.0114445283564607
GTEx_artery_coronary ATAT1 0.0105386496102421
GTEx_artery_coronary C6orf136 0.00956283733074679
GTEx_artery_coronary DHX16 0.0072315625492869
GTEx_artery_coronary PPP1R18 0.376886510719365
GTEx_artery_coronary NRM 0.0144484763529455
GTEx_artery_coronary MDC1 0.010513946552905
GTEx_artery_coronary TUBB 0.0113315805281481
GTEx_artery_coronary FLOT1 0.90209146621671
GTEx_artery_coronary IER3 0.0117586040384801
GTEx_artery_coronary DDR1 0.0179754688274458
GTEx_artery_coronary GTF2H4 0.025989397582211
GTEx_artery_coronary VARS2 0.000212654099885877
GTEx_artery_coronary SFTA2 0.013271172076227
GTEx_artery_coronary DPCR1 NA
GTEx_artery_coronary MUC21 0.489155784447233
GTEx_artery_coronary MUC22 NA
GTEx_artery_coronary C6orf15 NA
GTEx_artery_coronary PSORS1C1 0.000320608754294966
GTEx_artery_coronary CDSN NA
GTEx_artery_coronary PSORS1C2 0.00167830201918004
GTEx_artery_coronary CCHCR1 0.000533473106551175
GTEx_artery_coronary TCF19 0.0105765659970424
GTEx_artery_coronary POU5F1 0.00110342487381336
GTEx_artery_coronary HCG27 0.000802075595465445
GTEx_artery_coronary HLA-C 0.000519854309340271
GTEx_artery_coronary HLA-B 0.00043633196913232
GTEx_artery_coronary MICA 0.00108664340086772
GTEx_artery_coronary MICB 0.000337474383277979
GTEx_artery_coronary MCCD1 NA
GTEx_artery_coronary DDX39B 0.0255664565986135
GTEx_artery_coronary ATP6V1G2-DDX39B NA
GTEx_artery_tibial HLA-A 0.00515860345743248
GTEx_artery_tibial ZNRD1 0.0116562068287624
GTEx_artery_tibial PPP1R11 0.00637580084542881
GTEx_artery_tibial RNF39 0.00578667642497166
GTEx_artery_tibial TRIM31 NA
GTEx_artery_tibial TRIM40 NA
GTEx_artery_tibial TRIM10 NA
GTEx_artery_tibial TRIM15 NA
GTEx_artery_tibial TRIM26 0.00162260908068564
GTEx_artery_tibial TRIM39 0.0116753173769264
GTEx_artery_tibial TRIM39-RPP21 NA
GTEx_artery_tibial RPP21 0.00019682869375364
GTEx_artery_tibial HLA-E 0.0189447369542937
GTEx_artery_tibial GNL1 0.0104464077205723
GTEx_artery_tibial PRR3 0.0178619379475023
GTEx_artery_tibial ABCF1 0.00363775515023815
GTEx_artery_tibial PPP1R10 0.0348978531412128
GTEx_artery_tibial MRPS18B 0.0214838474802459
GTEx_artery_tibial ATAT1 0.00500600054475659
GTEx_artery_tibial C6orf136 0.0137232870811562
GTEx_artery_tibial DHX16 0.00741226776780292
GTEx_artery_tibial PPP1R18 0.898835920665278
GTEx_artery_tibial NRM 0.035698159514881
GTEx_artery_tibial MDC1 0.00784223573911368
GTEx_artery_tibial TUBB 0.0115763879929567
GTEx_artery_tibial FLOT1 0.665503176542611
GTEx_artery_tibial IER3 0.00880925928417902
GTEx_artery_tibial DDR1 0.00845100192534025
GTEx_artery_tibial GTF2H4 0.0117453613460441
GTEx_artery_tibial VARS2 0.000211137342639992
GTEx_artery_tibial SFTA2 NA
GTEx_artery_tibial DPCR1 NA
GTEx_artery_tibial MUC21 NA
GTEx_artery_tibial MUC22 NA
GTEx_artery_tibial C6orf15 NA
GTEx_artery_tibial PSORS1C1 0.000320608437775214
GTEx_artery_tibial CDSN NA
GTEx_artery_tibial PSORS1C2 0.00073759107789497
GTEx_artery_tibial CCHCR1 0.00037456603853277
GTEx_artery_tibial TCF19 0.000531309705370799
GTEx_artery_tibial POU5F1 0.000644215002010374
GTEx_artery_tibial HCG27 0.000531563479918194
GTEx_artery_tibial HLA-C 0.000519546383066296
GTEx_artery_tibial HLA-B 0.000357824776649723
GTEx_artery_tibial MICA 0.00109592824434534
GTEx_artery_tibial MICB 0.000384452873271111
GTEx_artery_tibial MCCD1 NA
GTEx_artery_tibial DDX39B 0.0102376618794494
GTEx_artery_tibial ATP6V1G2-DDX39B NA
GTEx_blood HLA-A 0.0029433767911972
GTEx_blood ZNRD1 0.00229490682234794
GTEx_blood PPP1R11 0.0230610490947199
GTEx_blood RNF39 0.00608244302710113
GTEx_blood TRIM31 NA
GTEx_blood TRIM40 NA
GTEx_blood TRIM10 0.0199231884602294
GTEx_blood TRIM15 NA
GTEx_blood TRIM26 0.00846554305447814
GTEx_blood TRIM39 0.0113427267703616
GTEx_blood TRIM39-RPP21 NA
GTEx_blood RPP21 0.000194989768687738
GTEx_blood HLA-E 0.00617584557351093
GTEx_blood GNL1 0.023988351158649
GTEx_blood PRR3 0.118066425922952
GTEx_blood ABCF1 0.0103639507162042
GTEx_blood PPP1R10 0.0139019586068869
GTEx_blood MRPS18B 0.00795708929004758
GTEx_blood ATAT1 0.0114143340919833
GTEx_blood C6orf136 0.0233168348161286
GTEx_blood DHX16 0.0238635129299216
GTEx_blood PPP1R18 0.00992933150429092
GTEx_blood NRM 0.00903852702166009
GTEx_blood MDC1 0.000193769546188957
GTEx_blood TUBB 0.0217244214626561
GTEx_blood FLOT1 0.00752595997732065
GTEx_blood IER3 0.000213106021036127
GTEx_blood DDR1 0.000265123753038369
GTEx_blood GTF2H4 0.0156293831490105
GTEx_blood VARS2 0.00150838218268988
GTEx_blood SFTA2 NA
GTEx_blood DPCR1 NA
GTEx_blood MUC21 NA
GTEx_blood MUC22 NA
GTEx_blood C6orf15 NA
GTEx_blood PSORS1C1 NA
GTEx_blood CDSN NA
GTEx_blood PSORS1C2 NA
GTEx_blood CCHCR1 0.000997494232763911
GTEx_blood TCF19 0.000669035058057963
GTEx_blood POU5F1 0.000479743256080168
GTEx_blood HCG27 0.000452634954256597
GTEx_blood HLA-C 0.000521937452099347
GTEx_blood HLA-B 0.000838325040850762
GTEx_blood MICA 0.00109593903599546
GTEx_blood MICB 0.000587980840262849
GTEx_blood MCCD1 NA
GTEx_blood DDX39B 0.000418247953978052
GTEx_blood ATP6V1G2-DDX39B NA
GTEx_brain_amygdala HLA-A 0.0042042778987779
GTEx_brain_amygdala ZNRD1 0.0201187346122288
GTEx_brain_amygdala PPP1R11 0.0142056038651336
GTEx_brain_amygdala RNF39 0.00549948916986672
GTEx_brain_amygdala TRIM31 NA
GTEx_brain_amygdala TRIM40 NA
GTEx_brain_amygdala TRIM10 NA
GTEx_brain_amygdala TRIM15 NA
GTEx_brain_amygdala TRIM26 0.0290670589360091
GTEx_brain_amygdala TRIM39 0.0125166462560537
GTEx_brain_amygdala TRIM39-RPP21 NA
GTEx_brain_amygdala RPP21 0.000886081990355
GTEx_brain_amygdala HLA-E 0.00905552744880043
GTEx_brain_amygdala GNL1 0.0106149476043348
GTEx_brain_amygdala PRR3 0.0176492961622784
GTEx_brain_amygdala ABCF1 0.00974936793722236
GTEx_brain_amygdala PPP1R10 0.00813434241803704
GTEx_brain_amygdala MRPS18B 0.00890385841579692
GTEx_brain_amygdala ATAT1 0.29145067635145
GTEx_brain_amygdala C6orf136 0.0101883259910263
GTEx_brain_amygdala DHX16 0.0302274462306023
GTEx_brain_amygdala PPP1R18 0.0155426753895041
GTEx_brain_amygdala NRM 0.0202816572296491
GTEx_brain_amygdala MDC1 0.012493963906317
GTEx_brain_amygdala TUBB 0.00970805693937213
GTEx_brain_amygdala FLOT1 0.0078352678640305
GTEx_brain_amygdala IER3 0.0359359007707404
GTEx_brain_amygdala DDR1 0.0082791730374486
GTEx_brain_amygdala GTF2H4 0.00551311814375735
GTEx_brain_amygdala VARS2 0.000212734563901156
GTEx_brain_amygdala SFTA2 0.000323759640717728
GTEx_brain_amygdala DPCR1 NA
GTEx_brain_amygdala MUC21 NA
GTEx_brain_amygdala MUC22 NA
GTEx_brain_amygdala C6orf15 NA
GTEx_brain_amygdala PSORS1C1 0.00716336162732533
GTEx_brain_amygdala CDSN NA
GTEx_brain_amygdala PSORS1C2 0.011735270041684
GTEx_brain_amygdala CCHCR1 0.0138804552600333
GTEx_brain_amygdala TCF19 0.00266554527050361
GTEx_brain_amygdala POU5F1 0.00170417995354731
GTEx_brain_amygdala HCG27 0.00193335363894928
GTEx_brain_amygdala HLA-C 0.000523477720947417
GTEx_brain_amygdala HLA-B 0.00662581443050394
GTEx_brain_amygdala MICA 0.00152824698143108
GTEx_brain_amygdala MICB 0.0242780537157441
GTEx_brain_amygdala MCCD1 NA
GTEx_brain_amygdala DDX39B 0.0158881731641549
GTEx_brain_amygdala ATP6V1G2-DDX39B NA
GTEx_brain_anterior_cingulate_cortex HLA-A 0.00517593244708078
GTEx_brain_anterior_cingulate_cortex ZNRD1 0.0230297745875217
GTEx_brain_anterior_cingulate_cortex PPP1R11 0.0108060947506291
GTEx_brain_anterior_cingulate_cortex RNF39 0.00500961166971951
GTEx_brain_anterior_cingulate_cortex TRIM31 NA
GTEx_brain_anterior_cingulate_cortex TRIM40 NA
GTEx_brain_anterior_cingulate_cortex TRIM10 NA
GTEx_brain_anterior_cingulate_cortex TRIM15 NA
GTEx_brain_anterior_cingulate_cortex TRIM26 0.00370328127275649
GTEx_brain_anterior_cingulate_cortex TRIM39 0.0107827893693607
GTEx_brain_anterior_cingulate_cortex TRIM39-RPP21 NA
GTEx_brain_anterior_cingulate_cortex RPP21 0.0092122771453886
GTEx_brain_anterior_cingulate_cortex HLA-E 0.047932048186821
GTEx_brain_anterior_cingulate_cortex GNL1 0.0375993858957967
GTEx_brain_anterior_cingulate_cortex PRR3 0.00774988909389065
GTEx_brain_anterior_cingulate_cortex ABCF1 0.00915447569509237
GTEx_brain_anterior_cingulate_cortex PPP1R10 0.00802468876469688
GTEx_brain_anterior_cingulate_cortex MRPS18B 0.00834305136537933
GTEx_brain_anterior_cingulate_cortex ATAT1 0.0923608912698607
GTEx_brain_anterior_cingulate_cortex C6orf136 0.136251823068729
GTEx_brain_anterior_cingulate_cortex DHX16 0.0107440263652923
GTEx_brain_anterior_cingulate_cortex PPP1R18 0.00961157045477675
GTEx_brain_anterior_cingulate_cortex NRM 0.0084327305668516
GTEx_brain_anterior_cingulate_cortex MDC1 0.0100748480935766
GTEx_brain_anterior_cingulate_cortex TUBB 0.0172134791028015
GTEx_brain_anterior_cingulate_cortex FLOT1 0.575441248285217
GTEx_brain_anterior_cingulate_cortex IER3 0.00578789825322446
GTEx_brain_anterior_cingulate_cortex DDR1 0.00993728215487842
GTEx_brain_anterior_cingulate_cortex GTF2H4 0.00261072481134934
GTEx_brain_anterior_cingulate_cortex VARS2 0.000209883169053254
GTEx_brain_anterior_cingulate_cortex SFTA2 0.000278300203460901
GTEx_brain_anterior_cingulate_cortex DPCR1 NA
GTEx_brain_anterior_cingulate_cortex MUC21 NA
GTEx_brain_anterior_cingulate_cortex MUC22 NA
GTEx_brain_anterior_cingulate_cortex C6orf15 NA
GTEx_brain_anterior_cingulate_cortex PSORS1C1 0.00228636648999444
GTEx_brain_anterior_cingulate_cortex CDSN NA
GTEx_brain_anterior_cingulate_cortex PSORS1C2 0.0111842751819201
GTEx_brain_anterior_cingulate_cortex CCHCR1 0.0136576725714468
GTEx_brain_anterior_cingulate_cortex TCF19 0.00154773620082227
GTEx_brain_anterior_cingulate_cortex POU5F1 0.0063037963773318
GTEx_brain_anterior_cingulate_cortex HCG27 0.00165524092487964
GTEx_brain_anterior_cingulate_cortex HLA-C 0.000521568411728048
GTEx_brain_anterior_cingulate_cortex HLA-B 0.04150023476764
GTEx_brain_anterior_cingulate_cortex MICA 0.0020357500672615
GTEx_brain_anterior_cingulate_cortex MICB 0.00178920962697245
GTEx_brain_anterior_cingulate_cortex MCCD1 NA
GTEx_brain_anterior_cingulate_cortex DDX39B 0.0164192628163249
GTEx_brain_anterior_cingulate_cortex ATP6V1G2-DDX39B NA
GTEx_brain_caudate HLA-A 0.00524601806243009
GTEx_brain_caudate ZNRD1 0.00775204299321566
GTEx_brain_caudate PPP1R11 0.0127169629859748
GTEx_brain_caudate RNF39 0.00549902906665973
GTEx_brain_caudate TRIM31 NA
GTEx_brain_caudate TRIM40 NA
GTEx_brain_caudate TRIM10 NA
GTEx_brain_caudate TRIM15 NA
GTEx_brain_caudate TRIM26 0.0382940133809593
GTEx_brain_caudate TRIM39 0.0207709247763006
GTEx_brain_caudate TRIM39-RPP21 NA
GTEx_brain_caudate RPP21 0.000192402284367147
GTEx_brain_caudate HLA-E 0.0126821859768994
GTEx_brain_caudate GNL1 0.0108722965033217
GTEx_brain_caudate PRR3 0.0536691035278537
GTEx_brain_caudate ABCF1 0.0171921248772033
GTEx_brain_caudate PPP1R10 0.0287102345464718
GTEx_brain_caudate MRPS18B 0.0097982707823204
GTEx_brain_caudate ATAT1 0.261258588979923
GTEx_brain_caudate C6orf136 0.0160214025731311
GTEx_brain_caudate DHX16 0.0172396215156387
GTEx_brain_caudate PPP1R18 0.013681827376575
GTEx_brain_caudate NRM 0.0242622390837993
GTEx_brain_caudate MDC1 0.02766880250903
GTEx_brain_caudate TUBB 0.0140345391971615
GTEx_brain_caudate FLOT1 0.242449269386982
GTEx_brain_caudate IER3 0.00579950219196576
GTEx_brain_caudate DDR1 0.00981093458596208
GTEx_brain_caudate GTF2H4 0.0206537660594719
GTEx_brain_caudate VARS2 0.000211977929133997
GTEx_brain_caudate SFTA2 0.000260646255668
GTEx_brain_caudate DPCR1 NA
GTEx_brain_caudate MUC21 NA
GTEx_brain_caudate MUC22 NA
GTEx_brain_caudate C6orf15 NA
GTEx_brain_caudate PSORS1C1 0.000459029204911169
GTEx_brain_caudate CDSN NA
GTEx_brain_caudate PSORS1C2 0.010902011308671
GTEx_brain_caudate CCHCR1 0.0207539646147731
GTEx_brain_caudate TCF19 0.00294819010314558
GTEx_brain_caudate POU5F1 0.00105438513777867
GTEx_brain_caudate HCG27 0.00133912525604904
GTEx_brain_caudate HLA-C 0.000520741855640885
GTEx_brain_caudate HLA-B 0.000898922754978002
GTEx_brain_caudate MICA 0.00149963424824474
GTEx_brain_caudate MICB 0.00764094612773824
GTEx_brain_caudate MCCD1 NA
GTEx_brain_caudate DDX39B 0.0416444502352098
GTEx_brain_caudate ATP6V1G2-DDX39B NA
GTEx_brain_cerebellar_hemisphere HLA-A 0.00379591424431201
GTEx_brain_cerebellar_hemisphere ZNRD1 0.00817468685783264
GTEx_brain_cerebellar_hemisphere PPP1R11 0.00225436615072505
GTEx_brain_cerebellar_hemisphere RNF39 0.00276502585783458
GTEx_brain_cerebellar_hemisphere TRIM31 0.00236650861837345
GTEx_brain_cerebellar_hemisphere TRIM40 NA
GTEx_brain_cerebellar_hemisphere TRIM10 NA
GTEx_brain_cerebellar_hemisphere TRIM15 NA
GTEx_brain_cerebellar_hemisphere TRIM26 0.539462932593058
GTEx_brain_cerebellar_hemisphere TRIM39 0.00894859640523172
GTEx_brain_cerebellar_hemisphere TRIM39-RPP21 NA
GTEx_brain_cerebellar_hemisphere RPP21 0.000188725284631665
GTEx_brain_cerebellar_hemisphere HLA-E 0.00833379967748009
GTEx_brain_cerebellar_hemisphere GNL1 0.00565672637030569
GTEx_brain_cerebellar_hemisphere PRR3 0.00676384385403561
GTEx_brain_cerebellar_hemisphere ABCF1 0.0139518039790506
GTEx_brain_cerebellar_hemisphere PPP1R10 0.0102680642878121
GTEx_brain_cerebellar_hemisphere MRPS18B 0.00348409644948795
GTEx_brain_cerebellar_hemisphere ATAT1 0.0356402967332288
GTEx_brain_cerebellar_hemisphere C6orf136 0.0163316416634388
GTEx_brain_cerebellar_hemisphere DHX16 0.00833217742574806
GTEx_brain_cerebellar_hemisphere PPP1R18 0.0122088700058748
GTEx_brain_cerebellar_hemisphere NRM 0.0071887025430591
GTEx_brain_cerebellar_hemisphere MDC1 0.0194335024456579
GTEx_brain_cerebellar_hemisphere TUBB 0.0123576737317435
GTEx_brain_cerebellar_hemisphere FLOT1 0.185023519986996
GTEx_brain_cerebellar_hemisphere IER3 0.00930904327843208
GTEx_brain_cerebellar_hemisphere DDR1 0.00750314884448526
GTEx_brain_cerebellar_hemisphere GTF2H4 0.222347901260623
GTEx_brain_cerebellar_hemisphere VARS2 0.000209642751136969
GTEx_brain_cerebellar_hemisphere SFTA2 NA
GTEx_brain_cerebellar_hemisphere DPCR1 NA
GTEx_brain_cerebellar_hemisphere MUC21 NA
GTEx_brain_cerebellar_hemisphere MUC22 NA
GTEx_brain_cerebellar_hemisphere C6orf15 NA
GTEx_brain_cerebellar_hemisphere PSORS1C1 0.000713492196856192
GTEx_brain_cerebellar_hemisphere CDSN NA
GTEx_brain_cerebellar_hemisphere PSORS1C2 0.00565708464634976
GTEx_brain_cerebellar_hemisphere CCHCR1 0.00782065326557761
GTEx_brain_cerebellar_hemisphere TCF19 0.000781117926149555
GTEx_brain_cerebellar_hemisphere POU5F1 0.000482996820914281
GTEx_brain_cerebellar_hemisphere HCG27 0.00114846536802602
GTEx_brain_cerebellar_hemisphere HLA-C 0.000520122583870154
GTEx_brain_cerebellar_hemisphere HLA-B 0.00462973428509919
GTEx_brain_cerebellar_hemisphere MICA 0.000731380643755087
GTEx_brain_cerebellar_hemisphere MICB 0.000387848633899095
GTEx_brain_cerebellar_hemisphere MCCD1 NA
GTEx_brain_cerebellar_hemisphere DDX39B 0.0181895194670652
GTEx_brain_cerebellar_hemisphere ATP6V1G2-DDX39B NA
GTEx_brain_cerebellum HLA-A 0.00388775654122475
GTEx_brain_cerebellum ZNRD1 0.0188834415963726
GTEx_brain_cerebellum PPP1R11 0.00236459460477409
GTEx_brain_cerebellum RNF39 0.00275393194689399
GTEx_brain_cerebellum TRIM31 0.00236492994383637
GTEx_brain_cerebellum TRIM40 NA
GTEx_brain_cerebellum TRIM10 NA
GTEx_brain_cerebellum TRIM15 NA
GTEx_brain_cerebellum TRIM26 0.790394865835625
GTEx_brain_cerebellum TRIM39 0.00651587334302464
GTEx_brain_cerebellum TRIM39-RPP21 NA
GTEx_brain_cerebellum RPP21 0.00018790856786247
GTEx_brain_cerebellum HLA-E 0.0120703224310349
GTEx_brain_cerebellum GNL1 0.0533653361841891
GTEx_brain_cerebellum PRR3 0.00809767256549091
GTEx_brain_cerebellum ABCF1 0.00959389569402367
GTEx_brain_cerebellum PPP1R10 0.00905032014690254
GTEx_brain_cerebellum MRPS18B 0.00958579535836821
GTEx_brain_cerebellum ATAT1 0.0114368396545651
GTEx_brain_cerebellum C6orf136 0.0101354403559495
GTEx_brain_cerebellum DHX16 0.0126597214848844
GTEx_brain_cerebellum PPP1R18 0.00885565644000861
GTEx_brain_cerebellum NRM 0.00650158525490171
GTEx_brain_cerebellum MDC1 0.111946575692726
GTEx_brain_cerebellum TUBB 0.0107403247840986
GTEx_brain_cerebellum FLOT1 0.974074767918523
GTEx_brain_cerebellum IER3 0.00895052563986989
GTEx_brain_cerebellum DDR1 0.00956692146824889
GTEx_brain_cerebellum GTF2H4 0.00897360532491677
GTEx_brain_cerebellum VARS2 0.000209886476321184
GTEx_brain_cerebellum SFTA2 NA
GTEx_brain_cerebellum DPCR1 NA
GTEx_brain_cerebellum MUC21 0.0140814024560032
GTEx_brain_cerebellum MUC22 NA
GTEx_brain_cerebellum C6orf15 NA
GTEx_brain_cerebellum PSORS1C1 NA
GTEx_brain_cerebellum CDSN NA
GTEx_brain_cerebellum PSORS1C2 0.00957283364607147
GTEx_brain_cerebellum CCHCR1 0.00814714938418009
GTEx_brain_cerebellum TCF19 0.000673238730767474
GTEx_brain_cerebellum POU5F1 0.000586036420837928
GTEx_brain_cerebellum HCG27 0.000845624762741233
GTEx_brain_cerebellum HLA-C 0.000520195121206002
GTEx_brain_cerebellum HLA-B 0.000357830330143695
GTEx_brain_cerebellum MICA 0.000704355406575013
GTEx_brain_cerebellum MICB 0.000387596492331115
GTEx_brain_cerebellum MCCD1 NA
GTEx_brain_cerebellum DDX39B 0.00343065478641894
GTEx_brain_cerebellum ATP6V1G2-DDX39B NA
GTEx_brain_cortex HLA-A 0.00536349918090738
GTEx_brain_cortex ZNRD1 0.013800679552547
GTEx_brain_cortex PPP1R11 0.0145921428382878
GTEx_brain_cortex RNF39 0.00401492066775002
GTEx_brain_cortex TRIM31 NA
GTEx_brain_cortex TRIM40 NA
GTEx_brain_cortex TRIM10 NA
GTEx_brain_cortex TRIM15 NA
GTEx_brain_cortex TRIM26 0.0266384515778853
GTEx_brain_cortex TRIM39 0.0100372775251912
GTEx_brain_cortex TRIM39-RPP21 NA
GTEx_brain_cortex RPP21 0.000187151369382925
GTEx_brain_cortex HLA-E 0.0102807047510053
GTEx_brain_cortex GNL1 0.0119781927020233
GTEx_brain_cortex PRR3 0.0101213786373774
GTEx_brain_cortex ABCF1 0.00803154350089828
GTEx_brain_cortex PPP1R10 0.0136831776085414
GTEx_brain_cortex MRPS18B 0.00880447832485034
GTEx_brain_cortex ATAT1 0.00926546423406273
GTEx_brain_cortex C6orf136 0.126460283474132
GTEx_brain_cortex DHX16 0.00874360015279104
GTEx_brain_cortex PPP1R18 0.0431792241986004
GTEx_brain_cortex NRM 0.000889414839755669
GTEx_brain_cortex MDC1 0.0093411050760263
GTEx_brain_cortex TUBB 0.00977749930272242
GTEx_brain_cortex FLOT1 0.453271545627961
GTEx_brain_cortex IER3 0.0181766958994706
GTEx_brain_cortex DDR1 0.00945449528148506
GTEx_brain_cortex GTF2H4 0.00202897934006483
